tweet_wakati,emoji
"ご 検討 お願い し ます 🙇 ‍♀ ️ 
",🙇
"です ！ 長く て すみません 🙇 ‍♂ ️ 
",🙇
"ありがたい です 🙇 ‍♂ ️ ご 検討 お願い し ます 
",🙇
"ゲリラ 最終 日 たくさん の 応援 本当に ありがとう ござい まし た 🙇 ‍♀ ️ 
",🙇
"submission 🙇 ‍♀ ️ 
",🙇
"懐かしい （ 笑 ） その後 も みんな 仲良く し て くれ て て 、 ありがたい 🙇 ‍♀ ️ （ 笑 ） 
",🙇
"お 譲り し て くだる 方 が い まし たら 、 DM お願い 致し ます 🙇 ‍♀ ️ 
",🙇
"JAM の みなさん が JO 1 と 会え ます よう に ーー っ 🙏🙇 ‍♀ ️😭 
",🙇
"メンション すみません 🙇 ‍♀ ️ 
",🙇
"それ スノ さん ありがとう ござい ます 🙇 ‍♀ ️ 
",🙇
"すいません 🙇 ‍♂ ️ 
",🙇
"リプ 失礼 致し ます 。 こちら の ユン と スミン 交換 可能 でしょ う か ？ ご 検討 よろしく お願い 致し ます 🙇 ‍♀ ️ 
",🙇
"昨日 も 皆さん 応援 ありがとう ござい まし た 🙇 ‍♀ ️ 
",🙇
"残り セミ ファイナル 3 日間 頑張り ます ！ 応援 よろしく お願い し ます 🙇 ‍♀ ️ 
",🙇
"今日 も よろしく お願い し ます 🙇 
",🙇
"セリフ は 無視 し て ください ！ ！ ！ 🙇 ‍♀ ️🙇 ‍♀ ️ 
",🙇
"フォロバ も ありがとう ござい ます 🙇 ‍♀ ️ よろしく お願い し ます ！ 🙇 ‍♀ ️ 
",🙇
"ありがとう ござい ます 🙇 ‍♂ ️ ☺ ️ 
",🙇
"ありがとう ござい ます 🥺🙇 ‍♀ ️ 
",🙇
"拾っ て くださ り ありがとう ござい ます 🙇 ‍♂ ️ 
",🙇
"放送 前 に 少し だけ お 届け し ちゃい ます 🙈 
",🙈
"🤗 人数 限定 の リゾート バイト の 求人 開始 🙈 
",🙈
"🙈 人気 リゾート アルバイト の 募集 始動 😊 
",🙈
"😆 大人気 リゾート バイト の 募集 開始 🙈 
",🙈
"🙈💗😉 嘻嘻 😜 
",🙈
"意外と 早い ん だ なあ 🙈🙈🤍 
",🙈
"谢主 隆 恩 🙈🙉🙊 
",🙈
"夜中 に リプ 送り たく なっ て 送っ ちゃっ た 🙈💭 
",🙈
"撮ら ない で え ぇぇ 🙈 いやあ ぁぁ 😆 
",🙈
"🔞🙈 
",🙈
"かわいい ん や から それで 良し 🙈💜💜💜 （ 笑 ） 
",🙈
"明日 通知 が いっ たら すみません 🙈 
",🙈
"覚え て くれ てる w ありがとう ござい ます 🙈 
",🙈
"最後 の 最後 に 、 神様 に 「 どう だっ た ？ 」 って 聞か れ たら 、 「 花火 の よう だっ た ！ 」 と 言え たら 、 神様 も 喜ん で くれる ん じゃ ない か な 。 多分 ね 。 わから ない けど 。 でも 、 そう 言える 人生 を 目指し たい ！ という か 、 生きる って 本当に 、 そう だ と 思っ てる ！ ダブルス ピン の 苦戦 に 少し 落ち込ん でる けど 🙈 。 練習 する ね ！ 
",🙈
"前回 の ツイート を 改善 し て 無料 福袋 に 全て を ぶち込み まし た 🙈 ❤ ️ … 
",🙈
"パソコン の フォルダ で ある 写真 探し て い たら 前世 の あの 子 の 写真 見つかっ て やっぱ 可愛い なぁ 、 今 も 可愛 いけどっ て なっ た 🙈 
",🙈
"なんか ネタ バレ 見 た 感じ で 嫌 だ な 🙈 
",🙈
"禁欲 感 好 足 🙈 
",🙈
"スッケスケ だ から 見え ちゃう かも ！ ？ 🙈💕 
",🙈
"増え た の 貼る だけ だ から 配置 変え で は ない か 🙈💭 
",🙈
"前回 の ツイート を 改善 し て 無料 福袋 に 全て を ぶち込み まし た 🙈 ❤ ️ … 
",🙈
"だ 、 だめ だ よ ！ ！ ！ 刺激 が 強 すぎ ちゃう よ ！ ！ ！ ！ ！ ｾｸｽｲ すぎる よ 好き 🙈🙈🙈🙈 
",🙈
"ん ー 🙈 
",🙈
"てれる 🙈 ♡ 
",🙈
"アイテム が 登場 です 🙈💓 
",🙈
"リプ 失礼 し ます ！ よかっ たら 繋がり ませ ん か 🙈🙈 
",🙈
"ありがと 🙈 
",🙈
"ちょこっと だけ 🙈💭 
",🙈
"ツイート 同時 🙈 ♡ 
",🙈
"❤ ️🙈 ❤ ️ 
",🙈
"🙈🙈🙈 笑 
",🙈
"最近 ホール ライブ 多く て 嬉しい 🙈💫 
",🙈
"眠気 に は 勝て ない 🙈💭 
",🙈
"今日 は BS イレブン 競馬 中継 です 🥺🥰🙈 今日 こそ 、 今日 こそ 的中 の 花 10 個 目指し て 頑張り ます 🌺 ｷｭｲﾝ 
",🙈
"🔞🙈 
",🙈
"中央 値 見 て みる か 🙈 
",🙈
"ぅんまいっっ ‼ ︎ な 美味し そ 話 は 全部 間違い ない な と 今宵 も ふむふむ し ながら 食べ たく なり 🍚 ✨ 選曲 も オシャ な 🍯 実況 も さすが すぎ ます 🐎 ｺﾝﾌｧﾒｰｼｮﾝ さらり と 実演 解説 も 素敵 でし た ❣ ️🎹💫 おじいちゃん による 🙈 噛み まくり み 🙈 美しく て 心 穏やか に なる とても 素敵 な 新曲 🌟🌟🌟🌟🌟 配信 たのみ し です 😌🎶 ♡ 
",🙈
"ほ あ〜 〜 ！ せいさん 優しい 大好き ガチ 恋 勢 に なり まし た … ！ ！ ！ ！ 🙈 
",🙈
"え 、 本気 です か ？ え 、 本気 で ？ もしかして S 1 で トレヴィズ 議員 も 登場 、 とか 、 そんな 可能 性 も ある ？ ？ ？ 監督 やばい 。 嘘 でしょ 、 七 年 待つ つもり だっ た よ ？ まさか ね 。 べつ の ところ よ ね 、 けど 続編 て いっ たら もう トレヴィズ 議員 でしょ ？ いや あっち か な ？ いくら なん でも ね 、 早 すぎる よ ね 、 期待 し ない 🙈💫 
",🙈
"迫り くる JUNGKOOK かわいい かっこいい 近い 🙈💗 
",🙈
"見逃し 配信 お手数 お 掛け し ます 🙈💦🙌 
",🙈
"🔞🙈 
",🙈
"は しょぼ 〜 ん 🥺 でし た 🙈💦 
",🙈
"彼 ピ 🙈💗 
",🙈
"これ は ハマっ て しまっ た な 🙈 笑 
",🙈
"1 戦 だけ 出来 レース し ます 🙈🙈 
",🙈
"くるみ ちゃん 🤣🙉🙈🙊🙈😅🤦 ‍♀ ️🤦 ‍♀ ️🤦 ‍♀ ️ 
",🙈
"テーマ は 「 最近 ドキッと し た こと 」 🙈 ❣ 
",🙈
"また しよ う ね 🙈💕 
",🙈
"ｗ 🐰🙈 
",🙈
"🔞🙈 
",🙈
"前回 の ツイート を 改善 し て 無料 福袋 に 全て を ぶち込み まし た 🙈 ❤ ️ … 
",🙈
"ありがとう ござい ます 🙈 ❤ ︎ 
",🙈
"目 が あっ て 目 が 覚め ちっ た よ 🙈 ‼ ️🎶💋 ♥ ️🎶🎶🎶💟👉🏽👈🏽👉🏽👈🏽💟 
",🙈
"嬉しい 🙈 ❤ ️ 
",🙈
"ミックマ ちゃん 、 ようこそ 我が家 へ 😆💓💓 めちゃくちゃ 嬉しい 🙈 
",🙈
"できる 限り RT し て 、 MV も 行っ て 、 寝 ます ！ ！ ！ 🙈💓 
",🙈
"🔞🙈 
",🙈
"ぜひ また お越し くだせ ぇ 🙈💓 
",🙈
"鬼 滅 の 刃 待機 🙈 
",🙈
"そ 🙈😏👋 
",🙈
"めちゃくちゃ 可愛い ... 嬉し 過ぎる ... 🙈💓 
",🙈
"🔞🙈 
",🙈
"いつも 頑張れ ない 🙈 
",🙈
"なんか 並べ たく なっ て しまっ た 🙈 笑 
",🙈
"放送 の 帰り に NewDays で サッポロ クラシック 買っ て 帰り まし た 🍺 これ で 札幌 を 懐かしみ ながら 晩酌 です 🥺🥰🙈 
",🙈
"🙈🙈🙈 ( 取り急ぎ そこ だけ 見 て き た )( ランニング 着 てる みたい で ワロタ ) 
",🙈
"今 の 方 が 痛い です 🙈💦 
",🙈
"さらに 過激 に っ ！ 🙈🐵🙈 ｷｬｯ 💕 
",🙈
"SNG サイズ おっきく て 可愛い 🙈💞 
",🙈
"大野 くん だっ たら って 想像 し ちゃう けど 、 ラブシーン は むり 🙈🙉🙊 
",🙈
"ー 🙈😹🎂 
",🙈
"都合 が 合う 時 に 語れる お 友達 が たくさん 欲しい です 🙈💞💞 RT ♡ ど ち … 
",🙈
"はい 🙈💕💘 
",🙈
"前回 の ツイート を 改善 し て 無料 福袋 に 全て を ぶち込み まし た 🙈 ❤ ️ … 
",🙈
"🔞🙈 
",🙈
"🙈😸 ☀ 👧 
",🙈
"前回 の ツイート を 改善 し て 無料 福袋 に 全て を ぶち込み まし た 🙈 ❤ ️ … 
",🙈
"そんなに 褒め られ たら ( っ ´& gt ; ω & lt ;)) ω & lt ;`) ｷﾞｭｯ ♥ し たく なっ ちゃう 🙈💖 
",🙈
"ヤバイ 🙈💗 
",🙈
"🙈 かいくん 💭 が EVERY 
",🙈
"い 🦊🙈 
",🙈
"追加 さ れ た ラビダン の チケット 4 枚 使っ て 11 何 も 強化 さ れ ず こんな ん ばっか 🙈 チェイン 無し は フェーズ 1 も 怪しい 雲行き に 😇 
",🙈
"ー 🎃🙈🌷 
",🙈
"帰っ たら スゴ い 疲れ て 良く 寝 まし た 🙈 笑 
",🙈
"途中 から はじまる フリー スタイル 最高 だ よ ね 🙈🙈 笑 笑 
",🙈
"最近 ぬい ちゃん 検索 し た から か 広告 が ぬい ちゃん だらけ だ よ ～ 助け てれ おん ちゃん 🙈🙈 
",🙈
"ね 〜 っ 🥰💕 深夜 の 供給 やばい 🙈💗 
",🙈
"遠く から あさひ に 会い に き て くれる h 様 🙈💕 
",🙈
"分かる ー ‼ ️ 収録 か な 😋 髪 色 髪型 で なんとなく 🙈 でも やっぱり 時 系列 が 分から なく なる 〜 🤣 
",🙈
"皆様 、 褒め 上手 だ から 調子 乗っ ちゃう 🙈 あっ … 気 を つけ ます 。 
",🙈
"天満 で 今 すぐ が 良い な 🙈 
",🙈
"美味しかっ た ので 問題 ない 🙈 笑 
",🙈
"たのしかっ た 〜 🙈💕 
",🙈
"眼睛 不知 道 要 看 哪了 啦 🙈 
",🙈
"ｗ 🔔🙈🧡 
",🙈
"嬉しい けど 、 緊張 も 大きい の です 🙈💖 (*/ ω ＼*) ｷｬｰ !!♡ 
",🙈
"広島 行っ た こと ない ので 行っ て みたい です 🙈 ！ 
",🙈
"ｗ 😝🙉 
",🙉
"炭 治郎 顔 が いい な 〜 〜 🙉🙉 
",🙉
"久々 に ホラゲ 実況 で 怖く なっ て トイレ 行き たい の に 行け ない 🙉 
",🙉
"ホラー 耐性 つい て 最近 は 全く 恐怖 感じ なく なっ た 筈 な のに 🙉 
",🙉
"谢主 隆 恩 🙈🙉🙊 
",🙉
"買っ とる 🙉 
",🙉
"OMG … 🙉 あの 惚れ惚れ さ せ られる 感じ の こと ね 。 男女 関係 なく 総じて 会話 の 才能 が ある 人 って もう 吸い込ま れる よ な 。 
",🙉
"ん 🙉🐤 
",🙉
"手伝っ て 〜 🙉💭 
",🙉
"今 、 瞼 と まぶた が くっつき そう 🙉💭 
",🙉
"ご は ーーーーー っ っ っ 🙉🙉 この シチュエーション さ いこ ー で すっ っ ┏┛ 墓 ┗┓ 
",🙉
"🍅 甘 さ に びっくり 🙉 
",🙉
"くるみ ちゃん 🤣🙉🙈🙊🙈😅🤦 ‍♀ ️🤦 ‍♀ ️🤦 ‍♀ ️ 
",🙉
"ex . ばん ぎゃのしてぃ 民 い ない か な ？ 🙉💗 笑 
",🙉
"夏 だ ‼ ︎ は もう 聞け ない の か 🙉 
",🙉
"大野 くん だっ たら って 想像 し ちゃう けど 、 ラブシーン は むり 🙈🙉🙊 
",🙉
"ｗ 🙉 ☘ 🌛 
",🙉
"🙉 ( え 〜 … あの チビ また 来 てる ぅ … ) 
",🙉
"！ 🙉🌞😙 
",🙉
"ー 🎃🎃🙉 
",🙉
"w 😸🙉💕 
",🙉
"今日 も 楽しく 聴か せ て もらい まし た 🤗 途中 、 男子 の ディープトーク は 、 、 聞い て ない と ゆ ー こと で 🙉 ( 笑 ) 
",🙉
"しんどい 🙈🙉 
",🙉
"だって 好き な 人 に 会える っ ちゃ も ～ ん ！ 🙉 き ゃっ は ー 
",🙉
"しょうが ない から きくよ 🙉🙉🙉 
",🙉
"ゆう パケット プラス の 箱 は 公式 が 再 利用 OK って 認め て ます 🙉🙉 
",🙉
"🙉🙉 
",🙉
"明日 昼 から お 仕事 💤🙉 
",🙉
"聞こえ て ませ ん 🙉🙉🙉 
",🙉
"ｗ 🙉🤣🙉 
",🙉
"🙉🙉 
",🙉
"何 も 聞か なかっ た 事 に し て て ね 🙉 
",🙉
"～ 🤣🥂🙉 
",🙉
"🍅 甘 さ に びっくり 🙉 
",🙉
"🍅 甘 さ に びっくり 🙉 
",🙉
"い 🙉🐤 
",🙉
"🍅 甘 さ に びっくり 🙉 
",🙉
"そ 🤗🙉 
",🙉
"… 😃🙉 
",🙉
"寝よ 🙉 笑 
",🙉
"ネット サーフィン し て たら 、 可愛い 下着 を 見つけ ちゃっ た ♡ 着る 機会 いつ 来る か な ？ 🙉 
",🙉
"ウーパールーパー 出 て き て やばかっ た のに 、 それ から の ちく び で 盛大 に 笑っ た のに 、 その あと の ヤマダ の 話 で いろいろ 考え させ られ 、 みんな の 育児 へ の 向き合い 方 の 変化 を 感じ 、 30 分間 の 感情 ジェット コースター 🎢 忙しい 疲れ た 🙉 # グレ ショー 
",🙉
"姫 の 姉 って … 絶対 美人 に 違い ない 🙉💗 
",🙉
"ｗ 🙉😀 
",🙉
"の ✨☺ 🙉 
",🙉
"完全 に 遊郭 観る 気 満々 だっ た から 、 もう ひっくり返っ た よ ね 🙉 
",🙉
"🙉🙉 
",🙉
"w 🍒🙉😆 
",🙉
"た 💎🙉🍮 
",🙉
"穴 党 が 「 今日 は 堅い 」 とか 言い 始める と 荒れる とか 知ら ない し 聞こえ ない 🙉 
",🙉
"ﾊﾟﾝｯ ❤‍ 🔥💥🏩 ﾊﾟﾝｯ 💥👉👌 ﾊﾟﾝｯ 😻💘 ﾊﾟﾝｯ 🙉🙈💘 ﾊﾟﾝｯ 👉👌💥 ﾊﾟﾝｯ 🏩😻💥 ﾊﾟﾝｯ 💕💥 ﾊﾟﾝｯ 💘🏩🙈💘 ﾊﾟﾝｯﾊﾟﾝｯ 👉👌👉👌 
",🙉
"登録 後 電話 認証 完了 で 300 円 ゲット 出来る よ 🙉 ✨ 
",🙉
"🙉🙉 
",🙉
"😸 人数 限定 の リゾート バイト の 大 募集 開始 🙉 
",🙉
"🤩 大人気 リゾート バイト の 求人 始動 🙉 
",🙉
"😘 大人気 リゾバ の 募集 開始 🙉 
",🙉
"cm の 音 の 大き さ に ビックリ し ちゃう 🙉 
",🙉
"ｗ 🍎 ☘ 🙉 
",🙉
"2 日 連続 残業 2 時間 オーバー の 社畜 です 😇🙉😇 
",🙉
"AYUKA 🙉🎸 毎月 新曲 … 🙇 さん の 配信 ルーム に チャット に 来 て 、 ボーナス を 獲得 し ましょ う ! 
",🙉
"AYUKA 🙉🎸 毎月 新曲 … 🙇 さん の 配信 ルーム に チャット に 来 て 、 ボーナス を 獲得 し ましょ う ! 
",🙉
"AYUKA 🙉🎸 毎月 新曲 … 🙇 さん の 配信 ルーム に チャット に 来 て 、 ボーナス を 獲得 し ましょ う ! 
",🙉
"🙉🙉 
",🙉
"高まり すぎ た () 🙉 
",🙉
"🙉🙉 
",🙉
"ん 🙉🐤 
",🙉
"Brighter の 聞き分け 楽しい 寝 れ ない 🙉 
",🙉
") 😄🙉 
",🙉
"？ 💕🥂🙉 
",🙉
"🙉🙉 
",🙉
"クトゥルフ めちゃくちゃ 好き で 、 カット めちゃくちゃ 自信 ある 人 いる か な ？ 没入 感 削ぐ わ ず しっかり カット できる 自信 ある し と 🙉 
",🙉
"🙉🙉 
",🙉
"🙉🙉 
",🙉
"ねー ちゃん が 俺 以 i 外 の 男 と ！ ？ 🙉💦 
",🙉
"𝐦𝐮𝐜𝐡🖤🙉 
",🙉
"ぬお お 鬼畜 だ ー 🙉 
",🙉
"🙉🙉 
",🙉
"クトゥルフ めちゃくちゃ 好き で 、 カット めちゃくちゃ 自信 ある 人 いる か な ？ 没入 感 削ぐ わ ず しっかり カット できる 自信 ある し と 🙉 
",🙉
"AYUKA 🙉🎸 毎月 新曲 … 🙇 さん の 配信 ルーム に チャット に 来 て 、 ボーナス を 獲得 し ましょ う ! 
",🙉
"🧡🙈 あらー っ 🙉🧡 
",🙉
"3 人 で 撮影 し て くる ので お 楽しみ を 🙉🙉🙉 
",🙉
"🐵🙈🙉🙊🐒 
",🙉
"🙉🙉 
",🙉
"AYUKA 🙉🎸 毎月 新曲 … 🙇 さん の 配信 ルーム に チャット に 来 て 、 ボーナス を 獲得 し ましょ う ! 
",🙉
"？ 👒🙉 
",🙉
"なん やかん や 外さ ず 6 年 経っ とる 🙉🌀 
",🙉
"ー 😏🙉🌝 
",🙉
"クトゥルフ めちゃくちゃ 好き で 、 カット めちゃくちゃ 自信 ある 人 いる か な ？ 没入 感 削ぐ わ ず しっかり カット できる 自信 ある し と 🙉 
",🙉
"まじ で 一生 かわいい のに ろ けっ て ぃあ オラ ついて て しん だ 🙉 聞い て ない 、 あんな オラオラ し てる たける 🙉 好き が こぼれ落ちる … … 
",🙉
"🙉🙉 
",🙉
"🙉 詳細 希望 の 方 は プロフ 記載 の 連絡 先 まで ご 連絡 ください 🙊 
",🙉
"楽し すぎ て 最高 でし た 🙉🙉🙉 初 スペース 乾杯 🥂 
",🙉
"君 に しか 使っ て ない よ 🙉 
",🙉
"ｗ 🐹🙉 
",🙉
"ヒト は サル の 一 種 です から ね 🙈🙉🙊 
",🙉
"🙉🙉 
",🙉
"こんな 遅く まで 夜 更かし に 付き合わ せ て 赤ちゃん ごめん 。 🙉 と 思っ て いる 母 と は 裏腹 に テンション MAX で で 胎動 ぽ こ ぽ この 息子 ww すき 
",🙉
"🙉🙉 
",🙉
"クトゥルフ めちゃくちゃ 好き で 、 カット めちゃくちゃ 自信 ある 人 いる か な ？ 没入 感 削ぐ わ ず しっかり カット できる 自信 ある し と 🙉 
",🙉
"クトゥルフ めちゃくちゃ 好き で 、 カット めちゃくちゃ 自信 ある 人 いる か な ？ 没入 感 削ぐ わ ず しっかり カット できる 自信 ある し と 🙉 
",🙉
"🙉🙉 
",🙉
"これ み ながら 1 人 でし よ 、 、 🙊 
",🙊
"🤗 詳しく 聞き たい 方 は プロフィール まで ご 連絡 ください 🙊 
",🙊
"🙊 詳細 希望 の 方 は プロフィール まで ご 連絡 ください 😘 
",🙊
"谢主 隆 恩 🙈🙉🙊 
",🙊
"という こと は その 逆 は ... 🙊 
",🙊
"足 輪 が ついて た ので 、 飼い主 さん は まさか 自分 の ペット が ゴルフ 場 に いる なんて 、 夢にも 思っ て ない ハズ 🙊 笑 
",🙊
"インスタ も 来 て ください こっち より 顔面 垂れ流し 状態 です 🙊 
",🙊
"へぇ 〜 オーディション な ん や 〜 🙊💭 
",🙊
"ゲリラ の ないしょ 寝 落ち 枠 き て くれ て ありがとう 🙊💭 
",🙊
"私 は 今 の 系統 で 落ち着い た なあ 🙊 
",🙊
"くるみ ちゃん 🤣🙉🙈🙊🙈😅🤦 ‍♀ ️🤦 ‍♀ ️🤦 ‍♀ ️ 
",🙊
"ほんま に みんな 鬼 滅 見 て た 🤣 お かん に 新 ドラマ 見 たい 言わ れ た けど 押し のけ た もん 🤭 ⚡ ️ ( 笑 ) それ … 鬼 滅 すご さ 見くびっ て た わ … 恐ろし すぎる _(: 3 ｣∠)_ 10 月 から また TL すごい こと なり そう 🙊💕 ( 笑 ) 
",🙊
"なこ ちゃん 嬉しい 🙊 ♡♡ 
",🙊
"ぜひ ぜひ ！！！！！！ 嬉しい 🙊💕 
",🙊
"ハイプレクラシック で は カイリ キー 、 カビゴン の 後 に 何 を 入れ て くる か 見物 です 🤔 アロベト 使え ます ね ( 笑 ) ドラピ あたり 怪しい なぁ と 睨ん で ます 🙊 また 参考 に し たい PT の ひとつ です ね ！ 
",🙊
"大野 くん だっ たら って 想像 し ちゃう けど 、 ラブシーン は むり 🙈🙉🙊 
",🙊
"🙊 ↼ この 口 隠し てる 絵文字 が 好き です 💓 
",🙊
"あれ が デビュー 曲 な の ね 。 うーん 😓 歌 上手い 人 を 活かせ て ない 🙊 
",🙊
"今日 は 久々 に ネイル を し まし た ！ やっぱり 気分 上がる ね 。 🙊🎂👋 
",🙊
"すでに PTD も 上がっ てる もん ね 🙊 
",🙊
"この ため だけ に TikTok 入れ た って こと は 内緒 🙊 
",🙊
"ｗ 🙊🍒 
",🙊
"ｗ ❣ 😁🙊 
",🙊
"え ぇ ！ 嬉しい 🙊💞 
",🙊
"仲良く し て くれ て ありがとう 🙊 
",🙊
"間違い なく それ ww 体内 から ﾌﾞﾜｧﾝﾌﾞﾜｧﾝ に 世界中 に 匂い が 行き渡る ぐらい いい 匂い だ な 🙈 ( 黙れ ない 🙊 爆 ) 
",🙊
"( めんどい 前提 で 気 が 向い たら 🙊 ) 
",🙊
"知的 好奇 心 を くすぐる 企画 続々 🙊 
",🙊
"あ 、 でも で も 最近 推し の 方 が 尊い って こと は 内緒 ね 🙊 
",🙊
"ハッ 🙊 その 可能 性 が ある の か ッ ！ 
",🙊
"リアル の 男性 怖かっ た 🙊 
",🙊
"ニキビ って なに ？ 🙊 
",🙊
"！ 🙊🤣🙊 
",🙊
"すき な 武器 と マップ 変わっ た から 更新 し と こっ 🙊 
",🙊
"この テヒョナ と ユン ちゃん の 笑顔 が 印象 的 🙊💜 
",🙊
"ネタ バレ 的 な もの が 結構 ある ので 🙊 ｺﾞﾆｮﾆｮ 🙊 
",🙊
"い 🙊😙👅 
",🙊
"胸 は 正義 🙊 
",🙊
"2 期 の 開始 日 より こっち の 方 が 沸い た ＼(^^)／ 楽しみ だ ねー 🙊💓 
",🙊
"デレ まくっ てる お 恥ずかしい ‥ 🙊 
",🙊
"やっ た 🙊 ♡ 
",🙊
"途中 何 回 も いき かけ た けど 🙊💦 
",🙊
"ー 🙊🐰🌷 
",🙊
"ぷくぅ 〜 って より も ﾌﾟｸｯ って 感じ な の が 可愛い … 🙊💕 
",🙊
"私 は 今 の 系統 で 落ち着い た なあ 🙊 
",🙊
"え ❣ ️😳💦 あと 数 ヶ月 で クリスマス 🎅🏽🎁🎄 ✨ な のに 彼氏 💑💕 い ない って マジ ？ 😱💦💦 この まま 😢 ⤵ ️ じゃ せっかく の クリスマス 🎄🎁🎀🔔💕 も ひとり ぼっ ち 😢💔😖 ⤵ そんな の や だ や だ 😭💦 実は 🙊💭 好き な 人 👦💕 が フォロワー 😍 に いる ん だ けど DM で 告白 💐 し て くれ たら おっ け ー 🙆 ✨ する の に なぁ 😳🙌💓 
",🙊
"あの 人 は あなた と どう なり たい の ？㊙ 🙊 ※ 独特 な 答え 有り ※ タロットオラクル 占い 
",🙊
"って ゆう 言葉 が 今 すごく 大 っ 嫌い 、 まじ で 言わ れ たく ない 関係 ねー だろ って なる ん だ が ？ 🙊 
",🙊
"こんな 私 でも 良い よ って 方 居 まし たら ぜひ 繋がり ませ ん か 🙊🤍 ❕ 
",🙊
"新本 垢 は ナイショ 🙊 です ｗｗｗ 
",🙊
"千姫 に 入れる んで そ 🙊 
",🙊
"いっぱい 写真 撮っ た 🙊 
",🙊
"🙊 
",🙊
"！ 🍙🙊 
",🙊
"な 🤤🙊🥰 
",🙊
"足 輪 が ついて た ので 、 飼い主 さん は まさか 自分 の ペット が ゴルフ 場 に いる なんて 、 夢にも 思っ て ない ハズ 🙊 笑 
",🙊
"そして 明日 、 素敵 な お知らせ が できる かも … ？ 🙊 
",🙊
"飛ぶ で 🙊🙊 
",🙊
"いっぱい 写真 撮っ た 🙊 
",🙊
"3 年 前 髪の毛 伸ばし て た けど 自分 と 同じ 名前 の 場 地 圭介 を イメージ し て た なんて 口 が 裂け て も 言え ない 🙊 
",🙊
"🙊 
",🙊
"🙊 
",🙊
"🙂 詳しく 聞き たい 人 は プロフ 記載 の 連絡 先 まで ご 連絡 ください 🙊 
",🙊
"いっぱい 写真 撮っ た 🙊 
",🙊
"* リクエスト ありがとう ござい まし た 🙊 
",🙊
"戸惑う 女性 住人 たち … 🙊 
",🙊
"🐓 は 飛べ な … 🙊 
",🙊
"ー 🌟😇🙊 
",🙊
"足 輪 が ついて た ので 、 飼い主 さん は まさか 自分 の ペット が ゴルフ 場 に いる なんて 、 夢にも 思っ て ない ハズ 🙊 笑 
",🙊
"がん ばて とれ たら つい ー と する 🙊 
",🙊
"彼 i 氏 が 総 i 長 だ なんて 知ら なかっ た 🙊 ❕ 
",🙊
"き ｯ 🙊 
",🙊
"和田 充弘 さん に 編曲 を 、 音 作り で は 中村 亮 さん と 高尾 英樹 さん に お世話 に なり まし た 🎶🙊 
",🙊
"TL に 突如 現れ た 今岡 さん 気 に なり すぎ て リプ せ ず に い られ ず 🙊 笑 
",🙊
"長身 で 細身 、 可愛く て 賢く て ちょっと したたか な 人 が 好き な ん だろ う な 🙊 
",🙊
"） 🙊🍓🔰 
",🙊
"お 兄さん 聞き上手 すぎ まし た 🙊💗 
",🙊
"ｗ 😲🙊🐷 
",🙊
"ｗ 😎🤤🙊 
",🙊
"これ 海外 で 流行っ てる ん でしょ う か ね 🤔 昨日 だけ で 3 回 当たり まし た し 印象 的 だっ た ので パク り まし た 🙊 ( 参考 に し まし た ) 
",🙊
"ｗ 🙊💋😛 
",🙊
"こういう タグ ばっか やっ て て 大変 申し訳 ない と は 思う が 、 やっ て しまう ね 🙊 笑 
",🙊
"頑張っ て ビーム 送っ とい て 🙊 w 
",🙊
"マ ◯ ト も ベ ◯ ド も 気持ち良かっ た です 🙊💓🙈 
",🙊
"和田 充弘 さん に 編曲 を 、 音 作り で は 中村 亮 さん と 高尾 英樹 さん に お世話 に なり まし た 🎶🙊 
",🙊
"ブライダル まわし て み て 難し そう だっ たら お 声 かけ させ て もらう かも … 🙊💓 
",🙊
"リアルタイム の とき は 楽しむ 余裕 ない くらい ｢ う わぁ 、 、 ｣ の 感情 が 大きく て 改めて アーカイブ で じっくり 聴い てる 。 出来 た て ホヤホヤ の Tシャツ 見せよ う と 頑張る て っ ちゃ ん かわいい 🙊 
",🙊
"テスト 期間 あれ だけ 浮上 し なかっ た のに 一 教科 だけ 再試 あっ た の は ここ だけ の お話 🙊💕 
",🙊
"🙊 
",🙊
"和田 充弘 さん に 編曲 を 、 音 作り で は 中村 亮 さん と 高尾 英樹 さん に お世話 に なり まし た 🎶🙊 
",🙊
"… 🙊💗 
",🙊
"楽しみ です ね 🙊🌟 お 疲れ っす ！ 
",🙊
"( きのう の きのう の お話 🙊 ) 
",🙊
"いい ね ほんと だ 🤣 都会 暮らし だっ たら やっ て た かも だ けど ､ 田舎 だ から 出来 ない ん だ よう 🙊🙊🙊 
",🙊
"それ が また 可愛く 💕 どこ で でも ファン を メロメロ に し て き ます よ ね ーー 🙊 
",🙊
"1 日 、 2 日 の 通話 も 楽しみ すぎ て モチベ 上がり まくり 😚 2 日 連続 なんて そんな 贅沢 いい ん です か ~ 🙊 
",🙊
"度胸 試し の 前 に 何 度 も 落下 する あ ほ ブラザーズ 可愛かっ た です 🙊 
",🙊
"草 🌼🙊🤫 
",🙊
"まさか すぎ て 西 くん が センター で 始まっ た のに めっちゃ わい た 🙊👏🏻 
",🙊
"私 も 今 話し てる よ 🙊 
",🙊
"まさか すぎ て 西 くん が センター で 始まっ た のに めっちゃ わい た 🙊👏🏻 
",🙊
"🐵🙈🙉🙊🐒 
",🙊
"一 食 目 から 食べ 過ぎ て お腹 いっぱい です 🤤🙋 ‍♀ ️ 
",🙋
